p00001,3,0,0
p00007,5,0,0
p00014,4,0,0
p00018,3,2,0
p00019,6,1,0
p00020,1,0,0
p00021,3,2,2
p00022,6,2,2
p00024,2,0,0
p00027,3,0,0
p00030,3,0,0
p00034,3,0,0
p00036,3,0,0
p00038,10,0,0
p00039,6,4,2
