p00001,1,0,0
p00003,3,3,0
p00006,3,0,0
p00008,4,0,0
p00009,4,2,2
p00012,4,3,0
p00013,5,2,1
p00014,2,0,0
p00015,5,0,0
p00018,5,0,0
p00019,6,0,0
p00020,2,2,0
p00022,6,1,1
p00024,3,0,0
p00027,6,0,0
p00028,5,1,0
p00030,3,0,0
p00038,7,0,0
